decoding,alpha,t0,frac_masked,frac_correct,frac_errors
fair,1.5,0.6,0.599609375,0.7770214676856995,0.22297851741313934
fair,1.5,0.62,0.6201171875,0.7635351419448853,0.23646484315395355
fair,1.5,0.64,0.6396484375,0.7518261671066284,0.24817383289337158
fair,1.5,0.66,0.66015625,0.7420605421066284,0.2579394578933716
fair,1.5,0.68,0.6796875,0.732128918170929,0.26787108182907104
fair,1.5,0.7000000000000001,0.7001953125,0.7205175757408142,0.2794824242591858
fair,1.5,0.72,0.7197265625,0.7088964581489563,0.2911035120487213
fair,1.5,0.74,0.740234375,0.69482421875,0.30517578125
fair,1.5,0.76,0.759765625,0.684863269329071,0.31513673067092896
fair,1.5,0.78,0.7802734375,0.6693359613418579,0.3306640684604645
fair,1.5,0.8,0.7998046875,0.6579492092132568,0.34205079078674316
fair,1.5,0.8200000000000001,0.8203125,0.64306640625,0.35693359375
fair,1.5,0.84,0.83984375,0.6304394602775574,0.3695605397224426
fair,1.5,0.86,0.8603515625,0.6142187714576721,0.38578125834465027
fair,1.5,0.88,0.8798828125,0.5987793207168579,0.4012207090854645
fair,1.5,0.9,0.900390625,0.5844140648841858,0.4155859351158142
fair,1.5,0.92,0.919921875,0.566113293170929,0.43388670682907104
fair,1.5,0.9400000000000001,0.9404296875,0.5523535013198853,0.44764649868011475
fair,1.5,0.96,0.9599609375,0.5379297137260437,0.4620703160762787
fair,1.5,0.98,0.98046875,0.5187890529632568,0.48121094703674316
fair,1.5,1.0,1.0,0.5007714629173279,0.49922850728034973
fair,2.0,0.0,0.0,1.0,0.0
fair,2.0,0.02,0.01953125,0.9940136671066284,0.005986328236758709
fair,2.0,0.04,0.0400390625,0.9879394769668579,0.01206054724752903
fair,2.0,0.06,0.0595703125,0.9824120998382568,0.017587890848517418
fair,2.0,0.08,0.080078125,0.9753027558326721,0.02469726651906967
fair,2.0,0.1,0.099609375,0.9693750143051147,0.030625000596046448
fair,2.0,0.12,0.1201171875,0.9637011885643005,0.03629882633686066
fair,2.0,0.14,0.1396484375,0.9563183784484863,0.043681640177965164
fair,2.0,0.16,0.16015625,0.9483691453933716,0.051630858331918716
fair,2.0,0.18,0.1796875,0.9425195455551147,0.05748046934604645
fair,2.0,0.2,0.2001953125,0.9347754120826721,0.06522461026906967
fair,2.0,0.22,0.2197265625,0.9283007979393005,0.07169921696186066
fair,2.0,0.24,0.240234375,0.9203027486801147,0.07969726622104645
fair,2.0,0.26,0.259765625,0.9127832055091858,0.08721679449081421
fair,2.0,0.28,0.2802734375,0.9059472680091858,0.09405273199081421
fair,2.0,0.3,0.2998046875,0.8964453339576721,0.10355468839406967
fair,2.0,0.32,0.3203125,0.8889941573143005,0.11100585758686066
fair,2.0,0.34,0.33984375,0.8804296851158142,0.11957031488418579
fair,2.0,0.36,0.3603515625,0.8722460865974426,0.12775391340255737
fair,2.0,0.38,0.3798828125,0.8638378977775574,0.13616210222244263
fair,2.0,0.4,0.400390625,0.8544921875,0.1455078125
fair,2.0,0.42,0.419921875,0.8457324504852295,0.1542675793170929
fair,2.0,0.44,0.4404296875,0.8362597823143005,0.16374023258686066
fair,2.0,0.46,0.4599609375,0.8279199004173279,0.17208008468151093
fair,2.0,0.48,0.48046875,0.8172460794448853,0.18275390565395355
fair,2.0,0.5,0.5,0.805859386920929,0.19414062798023224
fair,2.0,0.52,0.51953125,0.801513671875,0.198486328125
fair,2.0,0.54,0.5400390625,0.78857421875,0.21142578125
fair,2.0,0.56,0.5595703125,0.7801074385643005,0.21989257633686066
fair,2.0,0.58,0.580078125,0.76806640625,0.23193359375
fair,2.0,0.6,0.599609375,0.7578418254852295,0.2421582043170929
fair,2.0,0.62,0.6201171875,0.7491601705551147,0.25083982944488525
fair,2.0,0.64,0.6396484375,0.7366504073143005,0.26334962248802185
fair,2.0,0.66,0.66015625,0.7246387004852295,0.2753613293170929
fair,2.0,0.68,0.6796875,0.715039074420929,0.28496092557907104
fair,2.0,0.7000000000000001,0.7001953125,0.703320324420929,0.29667967557907104
fair,2.0,0.72,0.7197265625,0.6917480230331421,0.3082519471645355
fair,2.0,0.74,0.740234375,0.6792089939117432,0.32079100608825684
fair,2.0,0.76,0.759765625,0.6677343845367432,0.33226561546325684
fair,2.0,0.78,0.7802734375,0.6558496356010437,0.3441503942012787
fair,2.0,0.8,0.7998046875,0.6429492235183716,0.3570507764816284
fair,2.0,0.8200000000000001,0.8203125,0.6302734613418579,0.3697265684604645
fair,2.0,0.84,0.83984375,0.6180078387260437,0.3819921910762787
fair,2.0,0.86,0.8603515625,0.6025781035423279,0.39742186665534973
fair,2.0,0.88,0.8798828125,0.5899902582168579,0.4100097715854645
fair,2.0,0.9,0.900390625,0.5741991996765137,0.42580077052116394
fair,2.0,0.92,0.919921875,0.5608984231948853,0.43910157680511475
fair,2.0,0.9400000000000001,0.9404296875,0.5470215082168579,0.4529785215854645
fair,2.0,0.96,0.9599609375,0.5333007574081421,0.4666992127895355
fair,2.0,0.98,0.98046875,0.5164355635643005,0.48356446623802185
fair,2.0,1.0,1.0,0.5019726753234863,0.49802735447883606
fair,3.0,0.0,0.0,1.0,0.0
fair,3.0,0.02,0.01953125,0.9930664300918579,0.0069335936568677425
fair,3.0,0.04,0.0400390625,0.9853711128234863,0.014628905802965164
fair,3.0,0.06,0.0595703125,0.9784472584724426,0.021552734076976776
fair,3.0,0.08,0.080078125,0.9709277153015137,0.029072266072034836
fair,3.0,0.1,0.099609375,0.9630175828933716,0.036982420831918716
fair,3.0,0.12,0.1201171875,0.9560253620147705,0.043974608182907104
fair,3.0,0.14,0.1396484375,0.9481445550918579,0.05185546725988388
fair,3.0,0.16,0.16015625,0.940673828125,0.059326171875
fair,3.0,0.18,0.1796875,0.9322363138198853,0.06776367127895355
fair,3.0,0.2,0.2001953125,0.9235253930091858,0.07647460699081421
fair,3.0,0.22,0.2197265625,0.9162304401397705,0.0837695300579071
